庇护,6.2,5.6
弄痛,3,6.4
弄坏,3.2,6
忍,3.8,5
忐忑,3.8,6.8
忘恩负义,1.8,7.8
快乐,7.2,6.4
扭曲,3.6,5.2
扶持,6,4.2
批判,2.6,6.8
把握,5.8,4.6
抑制,4.8,5.4
抑郁,2.4,5.8
投入,6,5.2
抗争,3.4,7.2
折磨,2.4,7
改善,6.6,5.2
改进,6.2,4.6
攻势,5.2,6.4
攻击,3.6,7.4
决心,6.4,6.6
决定,6,7
沉重,3.2,5.8
沉迷,3,5.2
沉着,6.4,3.2
灾,2,5.6
牢骚,3.4,6.2
狂怒,1.6,8.6
狂笑,8.2,8.2
狂喜,8.6,8.8
狂暴,1.8,8.8
狂热,4.6,8.8
狂躁,2.2,8.8
私生子,3.2,4
肝肠寸断,1.6,8
良,6.4,4.8
走运,7,5.8
辛酸,2.8,6
邪恶,2.4,6.6
享受,6.6,4.8
佳,6.4,4.6
使劲,4.6,6.4
依恋,5.6,5.6
典范,7.2,5.4
刺眼,3.2,5.6
刺痛,2.8,6.6
刺伤,2.8,7
刺激,4.2,8
刻薄,2.8,6.6
卑劣,2,8
卑鄙,1.8,8.2
受不了,3,7.4
受苦,3,6
受虐,1.8,8
受害,1.8,7.8
受惠,7,5.4
受伤,2.8,5.4
受罪,2.8,6.8
受骗,3,6.4
周到,6.6,4.4
呵呵,6,4.6
呼天抢地,1.8,8.8
命运,4.8,4.4
咆啸,3.6,8
和平,6.4,3.2
和善,7,3
和煦,6.8,4
和睦,6.6,4.2
和谐,7.2,3.4
和蔼,7.4,3.4
咒骂,2.4,7.4
固执,3.4,5.4
坦率,6.6,4.6
坦诚,7,4.2
奇怪,4.2,5.2
奇特,5.4,5.4
孤,3.4,4.6
宜人,6.4,3.8
幸运,7.2,5.4
幸福,7.8,4
忠,7,5.4
忠心,7.4,6.2
忠孝,7.4,5.8
忠诚,7.2,5.8
忠实,7,5.8
忽略,4,3.8
忽视,3.2,4.8
怕,3.2,6.4
怕生,4,5.2
怕羞,4.2,5.4
怡人,6,4.2
性情,5.2,4.4
性骚扰,2.6,6.6
怪,3.4,4.8
怪异,3.6,5
怪诞,3.4,5.8
承担,5.2,5.4
承诺,6.6,5.2
抨击,2.8,7.2
抱歉,4,3.8
抵制,3.2,6.6
拉紧,5.2,5.6
抛弃,2.6,5.8
拙劣,2.6,6.2
放任,3,6.2
放弃,2.6,5.8
放肆,2.4,7.8
放纵,2.8,6.8
放松,6.2,2
昂贵,3.8,4.4
明亮,6.6,4
明智,7.2,4.4
昏沉,3.2,3.4
昏乱,3.4,5.2
昏头,3.4,4.8
易怒,3.2,6.6
服从,5.4,3.8
枉然,3.4,4.2
果断,6,6
欣欣,6.4,6.4
欣喜,7,7
欣然,6.4,6.2
欣慰,6.2,4.6
欣赏,6.8,5.6
歧视,2.8,6.8
沮丧,2.8,5.2
治疗,5.4,3.8
沾沾自喜,4.6,6
泣,3.4,5
玩耍,6.2,5.8
玩笑,5.6,6
玩乐,6.2,6.6
知足,6.6,4.2
知识,6.6,3.4
空洞,4,3.2
空虚,3,4.2
花招,4,4.8
长处,6.8,4.8
非人,3.4,5.8
非礼,2.2,7.6
非难,3.2,5.6
侵犯,2.4,6.2
侵占,2.6,6.6
侵害,2.4,7.2
侵略,2.4,7.8
侵扰,3,6.8
侵袭,2.6,7.8
侷促,4,5.6
俊美,6.6,4.6
俗,3.8,4.6
俗气,3.8,4.4
保卫,5.8,6.4
保证,6.6,6.2
保护,6.8,6.8
信心,7.4,5.4
信奉,6.6,5.2
信义,7,5.4
信实,6.6,4.8
信誉,7,5.4
冒险,4.8,7.6
冠军,8,7.4
勇气,7.6,6.8
勇敢,7.4,6.6
勉强,3.8,5
叛乱,2.4,7.8
咬牙切齿,2.2,8.2
咯咯笑,6.4,5.8
哀求,2.8,5.6
哀怨,2.8,6
哀凄,2.6,5.6
哀痛,2.4,6.6
哀伤,2.4,5.4
哀愁,2.4,5.4
哀号,2,7.4
哀恸,1.8,7.6
品行,5.4,4.6
品德,5.2,4.2
哄骗,3.4,5.6
哈,5.8,5.2
哈哈,6.6,6
威胁,3,7.4
威严,5.4,5.4
帅,6.6,5.2
帅气,7,6
幽默,7,5.6
后悔,3.2,4.2
怒,2.4,7.2
怒不,3.8,5.8
怒火,2.4,7.6
怒斥,2,8.6
怒目,2.6,8
怒色,2.8,7.4
怒吼,2,8.8
怒气,2.4,7.8
怒视,2.4,8
怒骂,1.8,8.8
思,4.4,4.8
思念,4.4,4.4
思乡,3.8,5.8
恍惚,3.8,3.8
恨,2.4,7.2
恬,5.4,3.6
恰当,6,4.2
拮据,3.2,3.8
拯救,6.4,6.6
拷打,2.6,7.6
拷问,2.8,7
拼命,5.2,7.6
挑剔,3.8,5.4
挑战,6.2,6.8
挑衅,3.2,6.8
挖苦,3.4,5.8
柔,5.2,3
柔软,5.8,3.4
柔顺,5.8,3.2
柔肠寸断,1.8,7.8
歪曲,3.6,4
毒,2.8,5.8
泄气,3.6,3.6
活力,6.6,6.2
活泼,6.8,6.4
活跃,6.4,7.6
流行,5.6,5.2
流泪,3.2,5.4
炫耀,3.8,6
为难,3.4,4.8
狠心,2.4,7.4
珍奇,6.8,5.8
珍惜,7,5
珍视,7,5.2
珍贵,7,5.4
珍爱,7.2,6
珍藏,6.6,5.4
盼望,6.2,5.4
看不起,3.2,6
约束,4.6,4.6
美人,6,5.4
美好,6.8,5.6
美妙,7,6.2
美味,6.8,5.6
美梦,6.8,5.8
美满,7.4,6.4
美德,7.4,5.2
美丽,7.2,5.8
背叛,2,8
胡扯,3,7.6
致命,2,7.8
苛求,3,6.6
若无其事,4,4.6
苦,3.2,4.6
苦恼,3.2,5
英俊,6.6,4.4
英勇,7,6.6
英雄,7.6,7
虐待,2.2,7.4
负心,2.4,6.2
负债,3.2,6
负担,3.6,5.2
迫害,2.2,7.4
重大,4.8,7.2
重担,3.8,7.2
陌生,4,3.8
降级,3.6,5.8
面临,4.8,5.8
风险,3.8,6.4
首要,5.2,5
首创,5.4,5.6
倒霉,3.2,5.4
倒霉,3.2,5.4
倔强,4.2,6.4
值得,6.4,5.6
值钱,6.2,5.6
凌乱,3.4,6
剥夺,3,6.6
哭泣,2.8,6.6
哭喊,2.8,7.8
哭诉,2.8,6.8
哭闹,2.8,7.4
哽咽,3,6.4
唐突,3.6,5.4
奚落,3.2,6
娱乐,6.4,6.2
害怕,3.2,5.6
害羞,4.2,4.6
容光焕发,7.2,5
容忍,3.6,5.6
差,3.4,4.6
差劲,3.4,6.8
弱,3.8,4.6
弱点,3.8,4.8
徒劳无功,3.4,4.4
恐怖,3,6.8
恐慌,3,7
恐吓,2.4,7.4
恐惧,2.6,6.8
恩典,6.8,4.6
恩惠,6.4,5
恭维,5,4.6
悔之,4.2,5.6
悔改,4,6
悔恨,2.8,7.4
悔悟,3.2,7
悔意,3,5.8
悔过,2.8,6.2
挫折,3,5
挫败,3,6.8
振奋,7.2,7
捐赠,6.4,5.2
效率,6.2,4.8
时髦,6.4,5.2
书呆子,3.6,4.2
栩栩如生,6.8,5.4
气急败坏,2.4,7.8
气愤,2.4,7
气馁,2.8,4
浪漫,6.6,6
消沉,3.4,4.2
消极,3.2,4
消灭,3.6,6
狭小,3.8,4
狭隘,3.8,4.2
疲乏,3,3.8
疲于奔命,2.4,6
疲倦,3,4
疲弱,3,3.6
疲累,3,3.6
疲劳,3,3.8
疲惫,3,3.6
疼痛,3.4,6
疼爱,7,6.4
益处,6.6,5.2
真心,7,5.6
真相,6.4,5.4
真理,6.4,5.6
真诚,7,5
真实,6,4.6
破灭,3,7
破坏,2.8,6.8
祝贺,7,6.2
祝福,6.6,5.8
神经病,2.8,6.4
神经质,3.2,5.6
神圣,7.2,5
笑,6.8,5.8
笑死,5.4,7
笑容,7.2,5.2
笑话,5.8,4.8
纷争,3,6.6
缺少,3.6,4.4
缺乏,3.4,4.6
缺失,3.6,4.4
缺陷,3,4.6
缺德,2.8,6.8
缺憾,2.6,6.2
缺点,3.6,4.6
能干,6.8,6
胁迫,2.6,7.2
脆弱,3.4,4.6
臭,3.8,4.6
臭味,3.8,5
臭气,3.6,5.4
茫然,3.4,3.4
草率,3.4,4.8
荒唐,2.8,6.8
荒谬,2.6,7.2
虔诚,6.6,5.4
衰,3.6,4.2
衰老,3.4,4.2
衰弱,3.2,5
衰退,3.2,5
衰败,3,6.2
衰微,3.2,4.8
衷心,6.6,5.4
讨喜,6.8,6
回避,3.6,5
迷人,6.8,6.2
迷失,3.4,4.6
迷惘,3.4,5
迷惑,3.4,4.6
迷乱,3.2,6.2
迷路,4.2,5.2
迷恋,4.4,6.2
逃离,4,6.2
逆向,4,4.4
高贵,6.6,4
高阶,5.8,3.8
高雅,7,4
高傲,3.2,6
高兴,7,6.6
假装,4.2,4.6
伟大,7.2,6.6
偏心,3.2,5.4
偏好,5.2,4
偏见,3.4,5.6
偏执,3.6,5.6
偏爱,5,4.8
偷,2.4,5
偷取,2.4,6.4
偷窃,2.4,7
伪造,2.6,6
动人,6.8,6.2
动听,7,6.6
啜泣,3,6.8
执拗,3.6,6
坚决,5.4,6.2
坚定,6.2,6.4
坚强,6.8,6.2
娼妓,2.8,5.8
寂寞,3.2,4.6
寂寥,3.2,2.4
崇拜,6.4,6.8
崇高,7.2,6.4
强,6.4,5.4
强力,6.2,6.4
强壮,6.8,5.4
强奸,1.4,8.4
强迫,2.8,7.4
强烈,4.8,7.8
强健,6.6,6.4
强硬,4.8,7
强暴犯,1.4,8.6
得意,5.8,5.4
得意洋洋,4.6,6.6
得罪,3.2,5.6
得体,6.2,4.6
徘徊,4.6,4.6
从容,5.8,3.4
悠闲,6.4,2.6
患病,2.8,4.8
情绪,4.6,5.4
惋惜,3,4.4
扫兴,3.2,4.8
排斥,3.2,6
挣扎,3.2,7.4
挂念,4.8,5.2
挂虑,4.8,6
控制,4.2,5
推崇,6.4,5.8
敏捷,6.2,5.4
敏感,4.6,5
敏锐,6.4,5.2
救,5,6.4
败坏,2.6,7.6
欲绝,2,8.2
杀,1.6,7.8
杀死,1.4,8.2
淘气,5.6,5.6
泪流满面,2,7.8
泪珠,3.6,4.6
淡漠,4,2.2
净土,5.4,3.2
深思,5.2,2.6
深情,7.2,5.2
深爱,8,6.4
混帐,1.6,8
混乱,3,6.4
淹没,3.6,5.6
清白,6.2,3.4
清楚,5.6,3.8
爽,7.2,7.2
爽心,7.2,7
爽快,7.4,6.8
爽约,3.2,5.4
爽朗,6.8,5.2
牵挂,4.4,5
猛烈,4.6,8.4
猜疑,3.2,5.6
理智,6.2,3.6
理想,6.8,5
甜言,6.4,5
甜美,6.6,3.6
甜密,7,5
甜甜,6.4,4.4
甜蜜,6.8,5.4
甜头,5.8,4.6
疏忽,3.4,5.4
疏漏,3.4,5.4
盛怒,1.8,8.6
眼花撩乱,4.4,5.6
眼花缭乱,4.4,5.6
眼泪,3.4,5.8
众怒,2,8
窒息,2.2,4.8
窒碍,2.6,6.8
笨,3.4,5.4
笨手笨脚,3.2,6
笨拙,3.2,4.8
粗心,3.8,4.8
粗俗,3,5.6
粗野,3,6.8
粗暴,2.2,8.2
粗鲁,3.4,6
累,3.6,4.6
细心,5.2,3.6
统治,5.2,6.2
羞怯,3.6,4.4
羞耻,2.6,7.4
羞辱,2,7.8
羞愧,2.8,7.2
羞愤,2.2,7.8
庄严,5.8,3.4
处罚,3.4,6
设防,5,4.8
许诺,5.8,4.8
贫困,3.2,4.4
贫苦,2.8,5.4
贫病,2.8,4.6
贫穷,2.8,4.6
贫贱,2.4,7.4
贪,3.2,5.4
贪心,3,5.6
贪生,3,5.4
贪污,1.8,7.6
贪求,3.2,5.8
贪念,3.6,5
贪婪,2.8,6.6
贪图,3,5.8
贪欲,3.6,5.6
软弱,3.6,3.6
逗趣,6.4,5.2
逝世,2.4,4.2
造反,2.2,7.8
野蛮,3,6.8
阴沉,3.2,3.4
阴森,3.2,3.6
阴暗,3.6,3.8
陈腐,2.8,5
陶醉,6.4,4.4
麻木,4,3.2
麻烦,3.6,5
凯旋,7.2,7
创伤,2.8,6.2
胜利,7.8,7.2
胜过,6.2,5.8
博爱,6.8,4.6
博学,6.8,4.8
善心,6.8,4.2
善良,7.4,4.4
善意,6.8,5
喜上眉稍,7.4,6.8
喜出望外,7.8,7.6
喜形于色,7.4,6.8
喜怒哀乐,5,5.2
喜怒无常,3.4,5.8
喜宴,6.6,6.2
喜悦,7.4,6.2
喜气,7,5
喜从天降,7.4,7
喜新厌旧,3.4,5.2
喜极而泣,8.2,8.4
喜剧,6.8,5
喜庆,7.4,6.6
喝采,7.4,7
丧心,3,6.2
丧生,1.8,6.6
丧志,2.4,5.4
丧气,3,5
丧偶,2.6,6.2
丧尽,2.8,7
丧胆,2.8,7.6
丧礼,2,4.4
报仇,2.8,8
报复,2.2,7.6
富有,7.2,4.8
富裕,7.4,5.4
寒酸,3.6,4.2
尊重,6.8,5.2
尊贵,6.8,5.2
尊敬,7,5.4
尊荣,7.6,5.2
尊严,6.2,5.2
寻欢作乐,4.2,6.4
就绪,5.2,3.6
复仇,2.2,7.6
悲哀,2.6,4.6
悲苦,2.4,5
悲凄,2.2,4.8
悲情,3,5
悲喜,4.4,5.4
悲痛,2.6,6.8
悲伤,2.8,6
悲愁,2.8,4.6
悲惨,2.2,7
悲恸,1.8,8.4
悲剧,2.2,6.4
悲愤,2.4,7.8
悲悯,2.8,5
悲欢,4.8,5.4
悲观,3.2,4.4
闷,3.8,4
闷闷不乐,3.6,4
恶人,2.8,6.2
恶化,2.8,6.2
恶劣,2.6,6.8
恶言,2.6,6.6
恶性,2.8,6.4
恶毒,2,7.4
恶狠狠,2.4,7.8
恶耗,2,7.4
恶臭,2.8,6.6
恶斗,2.6,7.6
恶意,2.8,6.8
恶运,2.8,6
恶梦,3,6.8
恼,3.2,6.6
惶,3.4,6.4
愉,5.8,5.2
提防,4.6,6
散漫,3.4,4
景仰,6.8,5.8
智慧,7.4,4
最好,6.8,6.2
最佳,7.2,6.4
期盼,6.2,6
棒,6.8,5.8
棘手,3.4,6.2
欺,3.2,6.2
钦佩,7.2,5.8
残忍,2,7.8
残酷,1.8,8.2
残暴,1.6,8.8
渴求,5,6.8
渴望,5.6,5.8
无用,3.6,4.4
无助,3.4,4.8
无味,4.4,3.2
无奈,3.6,4.2
无知,3.6,4.4
无畏,6.6,6.4
无害,5.6,4.2
无效,4.2,4.4
无益,3.8,3.8
无能,3,6
无常,3.6,4.2
无望,2.8,4.8
无聊,3.8,3.4
无辜,4.4,4
无意义,4.2,4
无精打采,3.6,3.4
无忧无虑,7,3.6
无关紧要,4.6,3.4
无惧,5.8,5.8
焦急,3,7
焦虑,3.2,6.4
犹疑,4,5.2
犹豫,4.2,4.8
痛,3,6.2
痛不欲生,1.8,8.4
痛苦,2.4,6.8
痛哭流涕,1.8,8
发抖,3.4,6.2
发牢骚,3.6,6
发狂,2.6,7.8
发怒,2.4,8
发臭,3.2,5.8
发愁,3,6.2
盗,3,5.8
结巴,4,4.6
绝妙,6.8,6.8
绝望,2.2,6
脾气,4.8,4.4
舒服,6.6,3.6
舒适,6.8,3.6
华丽,6.8,5.6
着迷,5.6,7
虚心,6.2,2.6
虚弱,3,3.4
虚荣,3,6.2
虚荣心,3,6
诉苦,3.2,6.6
诈骗,2.6,7
费力,3.4,6.2
跛,3.2,5
跛脚,3.2,5.2
钝,3.8,2.6
开心,7.2,6.6
开明,7,5
开朗,7.2,5.4
闲散,4.6,2.2
阳光,7.2,5
隆重,6.6,7
雅致,6.8,4.4
顺利,7,5
乱,3.6,5.8
傲慢,2.8,6
传情,6.4,5.4
债务,3,5.2
伤,3.4,5.2
伤人,3.2,6.8
伤亡,2.2,7.4
伤天害理,1.4,8
伤心,3,6.2
伤害,2.8,6.6
伤神,3.4,5.6
伤痕,3.6,5
伤悲,3,6
伤残,2.8,5.8
伤痛,3,6.6
伤势,3.4,4.6
伤感,3.4,5.2
傻,3.6,4
傻子,3.6,4.2
傻笑,4,5.4
势利,3.2,5.4
呜咽,2.6,5.6
嫉,3,6.2
嫌,3,5.8
徬徨,4,4.4
微笑,6.4,4.6
微醺,5.8,5.2
想念,4.8,5.4
惹恼,3,7.2
愁,3.4,4.8
愚笨,3.2,4
爱心,7,4.6
爱情,7,5.8
爱慕,6.8,6.2
爱护,7,5.4
感恩,7.2,4.8
感情,5.4,5.2
感伤,3.8,5.4
感激,6.8,7.2
愧,3.4,6.2
慈祥,7,4.2
慈善,7,4.6
慈悲,5.6,5
慌,3.2,6.8
损人,3,6.2
损害,2.8,6.4
损伤,2.8,6.8
损坏,2.6,7.2
搏斗,3.2,7.2
敬畏,6.8,6.4
敬重,7,6
敬意,6.6,4.8
暖和,6.4,4
业障,3,5.8
极好,7.8,7.8
极端,4.4,7
极乐,6.8,6.6
毁掉,2.8,6.6
毁败,2.8,6.4
毁弃,2.8,6.6
毁伤,2.6,6.4
毁损,2.8,6.2
毁灭,2.8,7.6
毁谤,2.6,7.4
毁坏,3.2,5.8
温和,6,3.6
温柔,6.6,4.2
温情,6.6,4.8
温暖,7.2,4.2
温馨,7.4,4
滑稽,4.2,5
烦,3.4,5.4
烦人,3.4,6.2
烦心,3.2,6
烦忙,3.2,6.2
烦劳,3.2,5.8
烦闷,3,5.8
烦恼,3,6.2
烦乱,3,7.2
烦愁,2.8,6.8
烦琐,3.6,5.6
烦扰,3.4,6
烦杂,3.4,6
烦躁,3.2,7.6
痴狂,4,7.6
禁止,3.4,5.2
禁忌,3,5.2
罪,3,5.4
罪人,2.8,6
罪大恶极,1.4,8.8
罪犯,2.6,6
罪名,2.6,5.2
罪行,2.4,6
罪恶,2.2,7
罪过,2.6,6.4
罪孽,2,7.6
羡慕,6,5.6
义,6.4,6
义愤,3.2,7.6
